index,omega_sq_real,omega_sq_imag,Omega,is_finite,is_positive,is_real_mode
170.0,6.455895958784022e6,0.0,8396.33157217612,1.0,1.0,1.0
171.0,6.455895958811819e6,0.0,8396.331572194196,1.0,1.0,1.0
172.0,6.492149453958466e6,0.0,8419.873635466654,1.0,1.0,1.0
173.0,6.492384021666511e6,0.0,8420.025743226577,1.0,1.0,1.0
174.0,6.5477851644986365e6,0.0,8455.874525814885,1.0,1.0,1.0
175.0,6.547785164606393e6,0.0,8455.874525884463,1.0,1.0,1.0
176.0,6.643483569088652e6,0.0,8517.443312077168,1.0,1.0,1.0
177.0,6.644591002488286e6,0.0,8518.153188759408,1.0,1.0,1.0
178.0,6.729195445286525e6,0.0,8572.211748582093,1.0,1.0,1.0
179.0,6.747848291459923e6,0.0,8584.084304265794,1.0,1.0,1.0
180.0,6.7478482915766565e6,0.0,8584.084304340044,1.0,1.0,1.0
181.0,6.929632157329453e6,0.0,8698.941496414242,1.0,1.0,1.0
182.0,6.932940450124682e6,0.0,8701.017740204965,1.0,1.0,1.0
183.0,7.094420029052177e6,0.0,8801.764977392306,1.0,1.0,1.0
184.0,7.094420029071336e6,0.0,8801.764977404191,1.0,1.0,1.0
185.0,7.415660855892738e6,0.0,8998.834177066978,1.0,1.0,1.0
186.0,7.4245157268786235e6,0.0,9004.205225199754,1.0,1.0,1.0
187.0,7.6677158311597e6,0.0,9150.489433700468,1.0,1.0,1.0
188.0,7.667715831248241e6,0.0,9150.4894337533,1.0,1.0,1.0
189.0,8.2403659373067245e6,0.0,9486.031627366072,1.0,1.0,1.0
190.0,8.264175289917369e6,0.0,9499.726004780225,1.0,1.0,1.0
191.0,8.671085147573758e6,0.0,9730.788755877164,1.0,1.0,1.0
192.0,8.671085147782398e6,0.0,9730.788755994232,1.0,1.0,1.0
193.0,9.814869212495808e6,0.0,10352.69876894205,1.0,1.0,1.0
194.0,9.886925047537463e6,0.0,10390.631430240854,1.0,1.0,1.0
195.0,1.0932310521929976e7,0.0,10926.153527178507,1.0,1.0,1.0
196.0,1.0932310522047605e7,0.0,10926.15352723729,1.0,1.0,1.0
197.0,1.4887397077789651e7,0.0,12750.308862512427,1.0,1.0,1.0
198.0,2.0972653170584522e7,0.0,15133.452105279317,1.0,1.0,1.0
199.0,2.097265317063354e7,0.0,15133.452105297001,1.0,1.0,1.0
200.0,2.5935906177518506e7,0.0,16829.144228346908,1.0,1.0,1.0
201.0,2.780183977316908e7,0.0,17424.00901982682,1.0,1.0,1.0
202.0,2.7804595517645948e7,0.0,17424.872540500655,1.0,1.0,1.0
203.0,2.789483842186256e7,0.0,17453.12681346065,1.0,1.0,1.0
204.0,2.7894838421991915e7,0.0,17453.126813501116,1.0,1.0,1.0
205.0,2.8051641845684253e7,0.0,17502.112128393877,1.0,1.0,1.0
206.0,2.807580289559034e7,0.0,17509.64784397009,1.0,1.0,1.0
207.0,2.8282013336167194e7,0.0,17573.83241159838,1.0,1.0,1.0
208.0,2.8282013336214926e7,0.0,17573.83241161321,1.0,1.0,1.0
209.0,2.858659326782984e7,0.0,17668.208694847985,1.0,1.0,1.0
210.0,2.8650200382989675e7,0.0,17687.854256021197,1.0,1.0,1.0
